Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0141,001,14-12-2018,,,,N,,,,,
B14C0141,001,28-12-2018,,,,N,,,,,
B14C0141,001,14-01-2019,,,,N,,,,,
B14C0141,001,28-01-2019,,,,N,,,,,
B14C0141,001,14-02-2019,,,,N,,,,,
B14C0141,001,01-03-2019,,,,N,,,,,
B14C0141,001,14-03-2019,,,,N,,,,,
B14C0141,001,29-03-2019,,,,N,,,,,
B14C0141,001,11-04-2019,,,,N,,,,,
B14C0141,001,26-04-2019,,,,N,,,,,
B14C0141,001,13-06-2019,,,,N,,,,,
B14C0141,001,27-06-2019,,,,N,,,,,
B14C0141,001,13-08-2019,,,,N,,,,,
B14C0141,001,27-08-2019,,,,N,,,,,
