Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0148,001,12-07-2018,91,89,-192,,,,,,
B14C0148,001,28-07-2018,,,,N,,,,,
B14C0148,001,14-08-2018,92,90,-193,,,,,,
B14C0148,001,28-08-2018,86,84,-187,,,,,,
B14C0148,001,14-09-2018,83,81,-184,,,,,,
B14C0148,001,28-09-2018,83,81,-184,,,,,,
B14C0148,001,12-10-2018,84,82,-185,,,,,,
B14C0148,001,26-10-2018,85,83,-186,,,,,,
B14C0148,001,13-11-2018,87,85,-188,,,,,,
B14C0148,001,30-11-2018,88,86,-189,,,,,,
B14C0148,001,14-12-2018,40,38,-141,,,,,,
B14C0148,001,28-12-2018,4,2,-105,,,,,,
B14C0148,001,14-01-2019,,,,N,,,,,
B14C0148,001,28-01-2019,,,,N,,,,,
B14C0148,001,14-02-2019,2,0,-103,,,,,,
B14C0148,001,01-03-2019,19,17,-120,,,,,,
B14C0148,001,14-03-2019,,,,N,,,,,
B14C0148,001,29-03-2019,18,16,-119,,,,,,
B14C0148,001,11-04-2019,48,46,-149,,,,,,
B14C0148,001,26-04-2019,65,63,-166,,,,,,
B14C0148,001,13-06-2019,71,69,-172,,,,,,
B14C0148,001,27-06-2019,74,72,-175,,,,,,
B14C0148,001,13-08-2019,89,87,-190,,,,,,
B14C0148,001,27-08-2019,84,82,-185,,,,,,
